,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.032379531860351564,0.0038787926443819474,0.005676889419555664,0.0003176344921869777,{},0.3770491803278688,0.3483606557377049,0.4016393442622951,0.680327868852459,0.8237704918032787,0.5262295081967213,0.1906262046675096,1
