,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.018652725219726562,0.003647698654565952,0.021313571929931642,0.003600349970321888,{},0.24880382775119617,0.22613065326633167,0.27461139896373055,0.2978723404255319,0.2032967032967033,0.25025746652935116,0.033014482112332724,1
