,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.010330772399902344,0.0030590249781200294,0.011362266540527344,0.0030593145635653906,{},0.07177033492822966,0.09045226130653267,0.06735751295336788,0.07446808510638298,0.06043956043956044,0.07312049433573635,0.009952340306261548,1
