,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.7710025787353516,0.0139204945089575,0.0041656494140625,0.0018164933830009783,0.001,{'C': 0.001},0.4918032786885246,0.42213114754098363,0.42213114754098363,0.5655737704918032,0.5163934426229508,0.48360655737704916,0.05553240880640759,5
1,0.7769780158996582,0.020920167022702902,0.0030287742614746095,0.0008838710030477022,0.01,{'C': 0.01},0.48360655737704916,0.5122950819672131,0.4672131147540984,0.430327868852459,0.5655737704918032,0.4918032786885246,0.0454160497612953,4
2,0.7801597118377686,0.01845570307129878,0.0037714958190917967,0.0015735578782559182,0.1,{'C': 0.1},0.5737704918032787,0.44672131147540983,0.5573770491803278,0.5942622950819673,0.4344262295081967,0.521311475409836,0.06706300711174677,1
3,0.7668729782104492,0.01265832057744702,0.0022273540496826174,0.0002553802622584988,1,{'C': 1},0.4959016393442623,0.610655737704918,0.46311475409836067,0.45081967213114754,0.4713114754098361,0.49836065573770494,0.05805223347418284,3
4,0.6696094036102295,0.18208893042259247,0.001673126220703125,0.00022842628125006227,10,{'C': 10},0.42213114754098363,0.5983606557377049,0.47540983606557374,0.5860655737704918,0.42213114754098363,0.5008196721311475,0.07721468099069302,2
