,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.05393805503845215,0.006916672342062466,0.34026570320129396,0.038464356910452684,1,{'n_neighbors': 1},0.5491803278688525,0.5040983606557377,0.5081967213114754,0.6762295081967213,0.7254098360655737,0.5926229508196721,0.09107586520177606,10
1,0.04455447196960449,0.006886704537972208,0.3552973747253418,0.04652879903905959,2,{'n_neighbors': 2},0.5286885245901639,0.4918032786885246,0.5204918032786885,0.6844262295081968,0.7622950819672131,0.5975409836065574,0.10634910288775785,9
2,0.04344320297241211,0.009410945160488326,0.361376428604126,0.04417999818821521,3,{'n_neighbors': 3},0.5737704918032787,0.5409836065573771,0.5450819672131147,0.7172131147540983,0.7131147540983607,0.6180327868852459,0.08011849595598294,3
3,0.04033517837524414,0.0056571984061977686,0.3679304599761963,0.04184234366316354,4,{'n_neighbors': 4},0.5245901639344263,0.4918032786885246,0.5327868852459017,0.7172131147540983,0.7459016393442623,0.6024590163934426,0.10668340592474718,8
4,0.04143557548522949,0.0018185139683899146,0.37854342460632323,0.050759419539529956,5,{'n_neighbors': 5},0.5737704918032787,0.5409836065573771,0.5327868852459017,0.7049180327868853,0.7254098360655737,0.6155737704918033,0.08271787417405155,5
5,0.040381765365600585,0.0008818334660448923,0.3765763759613037,0.05164215452947179,6,{'n_neighbors': 6},0.5532786885245902,0.5409836065573771,0.5163934426229508,0.7295081967213115,0.7663934426229508,0.6213114754098361,0.10473216117564026,1
6,0.04009561538696289,0.0010890526583349032,0.38692703247070315,0.04560217264365179,7,{'n_neighbors': 7},0.5491803278688525,0.5491803278688525,0.5327868852459017,0.6885245901639344,0.7295081967213115,0.6098360655737705,0.08222908986219311,6
7,0.039710712432861325,0.001399020869011344,0.39894924163818357,0.050630059679918994,8,{'n_neighbors': 8},0.5450819672131147,0.5368852459016393,0.5204918032786885,0.6967213114754098,0.7418032786885246,0.6081967213114754,0.09213931473046817,7
8,0.03924283981323242,0.0012543560007361818,0.39191513061523436,0.05247523743937315,9,{'n_neighbors': 9},0.5491803278688525,0.5614754098360656,0.5368852459016393,0.7172131147540983,0.7295081967213115,0.6188524590163934,0.0857723341658047,2
9,0.039633750915527344,0.0045008220790702935,0.31271138191223147,0.08479152970331293,10,{'n_neighbors': 10},0.5368852459016393,0.5614754098360656,0.5245901639344263,0.7090163934426229,0.75,0.6163934426229508,0.09401607186189945,4
