,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.02860574722290039,0.0008329526192816353,0.005276203155517578,0.0011057014215507149,{},0.6208791208791209,0.4340659340659341,0.532967032967033,0.5027624309392266,0.580110497237569,0.5341409691629956,0.06429013453370974,1
