,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.9523449897766113,0.007073506856553178,0.24743924140930176,0.005565103471366843,0.001,0.001,"{'C': 0.001, 'gamma': 0.001}",0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5524861878453039,0.5524861878453039,0.5506607929515419,0.0014863284653535277,1
1,0.9577529907226563,0.014127114731562862,0.24099555015563964,0.0029409197078198966,0.001,0.01,"{'C': 0.001, 'gamma': 0.01}",0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5524861878453039,0.5524861878453039,0.5506607929515419,0.0014863284653535277,1
2,0.9610105991363526,0.006405407542141183,0.23780856132507325,0.005664568877992886,0.001,0.1,"{'C': 0.001, 'gamma': 0.1}",0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5524861878453039,0.5524861878453039,0.5506607929515419,0.0014863284653535277,1
3,0.9442668914794922,0.00851976926997714,0.2402329921722412,0.004037561683433302,0.001,1,"{'C': 0.001, 'gamma': 1}",0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5524861878453039,0.5524861878453039,0.5506607929515419,0.0014863284653535277,1
4,0.9523906230926513,0.006794895754947838,0.2390923023223877,0.003890944939342887,0.01,0.001,"{'C': 0.01, 'gamma': 0.001}",0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5524861878453039,0.5524861878453039,0.5506607929515419,0.0014863284653535277,1
5,0.9530861854553223,0.005496740206542848,0.23591337203979493,0.0018820090169517393,0.01,0.01,"{'C': 0.01, 'gamma': 0.01}",0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5524861878453039,0.5524861878453039,0.5506607929515419,0.0014863284653535277,1
6,0.9528561592102051,0.009708261700302591,0.2345733165740967,0.003161577949847461,0.01,0.1,"{'C': 0.01, 'gamma': 0.1}",0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5524861878453039,0.5524861878453039,0.5506607929515419,0.0014863284653535277,1
7,0.956960916519165,0.00578232689470326,0.23460607528686522,0.006538683540552381,0.01,1,"{'C': 0.01, 'gamma': 1}",0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5524861878453039,0.5524861878453039,0.5506607929515419,0.0014863284653535277,1
8,0.953483247756958,0.012596544996164938,0.2367281436920166,0.0043394118946959125,0.1,0.001,"{'C': 0.1, 'gamma': 0.001}",0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5524861878453039,0.5524861878453039,0.5506607929515419,0.0014863284653535277,1
9,0.956273078918457,0.009032940086728704,0.2353060722351074,0.006208195245361728,0.1,0.01,"{'C': 0.1, 'gamma': 0.01}",0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5524861878453039,0.5524861878453039,0.5506607929515419,0.0014863284653535277,1
10,0.9622337341308593,0.007582240082302996,0.23164305686950684,0.00199696862009688,0.1,0.1,"{'C': 0.1, 'gamma': 0.1}",0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5524861878453039,0.5524861878453039,0.5506607929515419,0.0014863284653535277,1
11,0.956053352355957,0.008907145301696505,0.23899173736572266,0.0032383082436297176,0.1,1,"{'C': 0.1, 'gamma': 1}",0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5524861878453039,0.5524861878453039,0.5506607929515419,0.0014863284653535277,1
12,0.9555053234100341,0.01694456452259806,0.23496313095092775,0.006474390123176091,1,0.001,"{'C': 1, 'gamma': 0.001}",0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5524861878453039,0.5524861878453039,0.5506607929515419,0.0014863284653535277,1
13,0.9519325733184815,0.005488904892096383,0.23263926506042482,0.0039034743839075417,1,0.01,"{'C': 1, 'gamma': 0.01}",0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5524861878453039,0.5524861878453039,0.5506607929515419,0.0014863284653535277,1
14,0.9635349750518799,0.019548923220498126,0.2359853744506836,0.002748983365755612,1,0.1,"{'C': 1, 'gamma': 0.1}",0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5524861878453039,0.5524861878453039,0.5506607929515419,0.0014863284653535277,1
15,0.9538774013519287,0.009533513276085892,0.23209757804870607,0.001564854980731851,1,1,"{'C': 1, 'gamma': 1}",0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5524861878453039,0.5524861878453039,0.5506607929515419,0.0014863284653535277,1
16,0.9614873409271241,0.007683150246833815,0.23204002380371094,0.0024001784938262496,10,0.001,"{'C': 10, 'gamma': 0.001}",0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5524861878453039,0.5524861878453039,0.5506607929515419,0.0014863284653535277,1
17,0.9594658851623535,0.00320718336834145,0.22813010215759277,0.006121494280368374,10,0.01,"{'C': 10, 'gamma': 0.01}",0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5524861878453039,0.5524861878453039,0.5506607929515419,0.0014863284653535277,1
18,0.9686697006225586,0.01642415082074314,0.23414936065673828,0.00487685094477628,10,0.1,"{'C': 10, 'gamma': 0.1}",0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5524861878453039,0.5524861878453039,0.5506607929515419,0.0014863284653535277,1
19,0.6698577404022217,0.1413014268023687,0.1590822696685791,0.035971293187419845,10,1,"{'C': 10, 'gamma': 1}",0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5524861878453039,0.5524861878453039,0.5506607929515419,0.0014863284653535277,1
