,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.02593512535095215,0.0009388577017481063,0.13356828689575195,0.015137367270092848,1,{'n_neighbors': 1},0.569672131147541,0.5409836065573771,0.5860655737704918,0.680327868852459,0.7254098360655737,0.6204918032786885,0.070253122417102,4
1,0.02794933319091797,0.0021513052840151548,0.17425990104675293,0.02376183818301619,2,{'n_neighbors': 2},0.5163934426229508,0.45491803278688525,0.5286885245901639,0.7090163934426229,0.7909836065573771,0.6,0.12765850710774942,10
2,0.03387923240661621,0.00595460064153767,0.173136568069458,0.024445637559873105,3,{'n_neighbors': 3},0.5532786885245902,0.5286885245901639,0.5901639344262295,0.7213114754098361,0.7336065573770492,0.6254098360655738,0.08567828552549679,3
3,0.028178024291992187,0.0026533682843886356,0.18294997215270997,0.019340641272667748,4,{'n_neighbors': 4},0.5532786885245902,0.4918032786885246,0.5737704918032787,0.7459016393442623,0.7745901639344263,0.6278688524590164,0.1117703427281657,2
4,0.0302980899810791,0.004586917369419257,0.1859358787536621,0.02454797193013753,5,{'n_neighbors': 5},0.5655737704918032,0.5614754098360656,0.5901639344262295,0.7295081967213115,0.7131147540983607,0.6319672131147541,0.07378870449132394,1
5,0.028833389282226562,0.0025456777154447894,0.19607162475585938,0.027951537236878266,6,{'n_neighbors': 6},0.5163934426229508,0.5040983606557377,0.5614754098360656,0.7295081967213115,0.75,0.6122950819672132,0.10600740797487822,9
6,0.027342939376831056,0.0015165352818332762,0.20077300071716309,0.02213471867093634,7,{'n_neighbors': 7},0.5286885245901639,0.5204918032786885,0.5901639344262295,0.7254098360655737,0.7172131147540983,0.6163934426229508,0.08902409168777355,6
7,0.027323818206787108,0.0020422947543147565,0.20619935989379884,0.0270102605546836,8,{'n_neighbors': 8},0.5,0.5286885245901639,0.5737704918032787,0.7213114754098361,0.7459016393442623,0.6139344262295082,0.10080301075175876,7
8,0.029910802841186523,0.0007128081564639402,0.20302257537841797,0.02674080385988083,9,{'n_neighbors': 9},0.5286885245901639,0.5409836065573771,0.5655737704918032,0.7254098360655737,0.7049180327868853,0.6131147540983607,0.08441429169141305,8
9,0.02368779182434082,0.006123656967065746,0.1668689250946045,0.04540874384029762,10,{'n_neighbors': 10},0.5163934426229508,0.5491803278688525,0.5655737704918032,0.7336065573770492,0.7377049180327869,0.6204918032786885,0.0953641939163868,4
