,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,accuracy,macro avg,weighted avg
f1-score,0.23076923076923075,0.0,0.36363636363636365,0.25,0.26666666666666666,0.15384615384615383,0.16666666666666666,0.0,0.06896551724137931,0.0,0.1818181818181818,0.2,0.30769230769230765,0.2,0.11764705882352941,0.2,0.2,0.2,0.2857142857142857,0.19999999999999998,0.33333333333333337,0.0,0.3333333333333333,0.15384615384615383,0.0,0.0,0.14285714285714288,0.25,0.25,0.0,0.1440329218106996,0.16855974654149097,0.11884552396159338
precision,0.5,0.0,0.2857142857142857,0.16666666666666666,0.18181818181818182,0.1111111111111111,0.125,0.0,0.625,0.0,0.16666666666666666,0.125,0.2,0.125,0.1111111111111111,0.14285714285714285,0.14285714285714285,0.125,0.16666666666666666,0.1111111111111111,0.2,0.0,0.25,0.1111111111111111,0.0,0.0,0.1,0.16666666666666666,0.16666666666666666,0.0,0.1440329218106996,0.14686748436748437,0.4376865361433263
recall,0.15,0.0,0.5,0.5,0.5,0.25,0.25,0.0,0.0364963503649635,0.0,0.2,0.5,0.6666666666666666,0.5,0.125,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,0.0,0.5,0.25,0.0,0.0,0.25,0.5,0.5,0.0,0.1440329218106996,0.34482765612327654,0.1440329218106996
support,20.0,1.0,4.0,2.0,4.0,4.0,4.0,1.0,137.0,5.0,5.0,2.0,3.0,2.0,8.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,0.1440329218106996,243.0,243.0
