,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,accuracy,macro avg,weighted avg
f1-score,0.42857142857142855,0.26666666666666666,0.3333333333333333,0.8,0.47619047619047616,0.2857142857142857,0.6666666666666666,0.5,0.4761904761904762,0.4444444444444444,0.6666666666666666,0.375,0.4615384615384615,0.5714285714285715,0.3333333333333333,0.6666666666666666,0.5833333333333334,0.5454545454545454,0.4615384615384615,0.5263157894736842,0.888888888888889,0.0,0.3157894736842105,0.5,0.5454545454545454,0.35,0.4615384615384615,0.3,0.26666666666666666,0.4615384615384615,0.4567901234567901,0.46529767016609125,0.4642424381865577
precision,0.5,0.2,0.2857142857142857,0.6666666666666666,0.45454545454545453,0.2222222222222222,0.5,1.0,0.625,0.6666666666666666,0.5,0.375,0.3,0.5,0.2222222222222222,1.0,1.0,0.375,0.5,0.5555555555555556,0.8,0.0,0.375,0.4444444444444444,0.375,1.0,0.3,0.25,0.16666666666666666,0.375,0.4567901234567901,0.4844901394901395,0.6459264900622925
recall,0.375,0.4,0.4,1.0,0.5,0.4,1.0,0.3333333333333333,0.38461538461538464,0.3333333333333333,1.0,0.375,1.0,0.6666666666666666,0.6666666666666666,0.5,0.4117647058823529,1.0,0.42857142857142855,0.5,1.0,0.0,0.2727272727272727,0.5714285714285714,1.0,0.21212121212121213,1.0,0.375,0.6666666666666666,0.6,0.4567901234567901,0.5790965080670963,0.4567901234567901
support,8.0,5.0,5.0,4.0,10.0,5.0,4.0,24.0,13.0,12.0,3.0,8.0,3.0,6.0,3.0,14.0,17.0,3.0,7.0,10.0,4.0,2.0,11.0,7.0,3.0,33.0,3.0,8.0,3.0,5.0,0.4567901234567901,243.0,243.0
