,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.06572098731994629,0.007584174128494084,0.289796781539917,0.0107626492110881,1,{'n_neighbors': 1},0.1674641148325359,0.22110552763819097,0.19689119170984457,0.15425531914893617,0.15384615384615385,0.1791967044284243,0.026319406064556596,1
1,0.06807856559753418,0.013282070814790013,0.28486065864562987,0.02501379407265342,2,{'n_neighbors': 2},0.15789473684210525,0.16080402010050251,0.19170984455958548,0.12234042553191489,0.13186813186813187,0.15345005149330587,0.024103417914830717,7
2,0.06773238182067871,0.004210652343741579,0.27117209434509276,0.014314929176225625,3,{'n_neighbors': 3},0.1291866028708134,0.18592964824120603,0.16062176165803108,0.14361702127659576,0.13736263736263737,0.1513903192584964,0.02039916930949905,10
3,0.045453643798828124,0.008831884338401695,0.24036593437194825,0.009822098382298767,4,{'n_neighbors': 4},0.11961722488038277,0.18592964824120603,0.17098445595854922,0.13829787234042554,0.15384615384615385,0.15345005149330587,0.02383633626367285,7
4,0.045791006088256835,0.012316213238406567,0.23936762809753417,0.00923335867538753,5,{'n_neighbors': 5},0.1339712918660287,0.19597989949748743,0.17616580310880828,0.16489361702127658,0.14285714285714285,0.1627188465499485,0.022702564435095895,3
5,0.04028816223144531,0.009136727986277668,0.2518914699554443,0.013394918518732002,6,{'n_neighbors': 6},0.1291866028708134,0.20603015075376885,0.14507772020725387,0.1595744680851064,0.12087912087912088,0.15242018537590113,0.030204212105577583,9
6,0.03990039825439453,0.0050647254855048,0.26362061500549316,0.010064808464135436,7,{'n_neighbors': 7},0.1291866028708134,0.22110552763819097,0.14507772020725387,0.15425531914893617,0.12637362637362637,0.15550978372811536,0.034814174616604646,5
7,0.04680180549621582,0.009571508570595858,0.26665692329406737,0.022662565443720313,8,{'n_neighbors': 8},0.14354066985645933,0.22110552763819097,0.17616580310880828,0.14361702127659576,0.15934065934065933,0.16889804325437693,0.029126667137180956,2
8,0.03725862503051758,0.005135187975802712,0.2559508323669434,0.014837148192149673,9,{'n_neighbors': 9},0.1291866028708134,0.22613065326633167,0.15544041450777202,0.11702127659574468,0.14835164835164835,0.15550978372811536,0.03831028608565183,5
9,0.03714222908020019,0.005465792369541209,0.21225743293762206,0.04891130833909458,10,{'n_neighbors': 10},0.14354066985645933,0.22110552763819097,0.14507772020725387,0.1276595744680851,0.15934065934065933,0.1596292481977343,0.03271470968391783,4
