,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,1.4927310466766357,0.06995558827503906,0.3051790237426758,0.00749590998775902,0.001,0.001,"{'C': 0.001, 'gamma': 0.001}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
1,1.459086275100708,0.029894214115375992,0.2925635814666748,0.03222082045201432,0.001,0.01,"{'C': 0.001, 'gamma': 0.01}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
2,1.4013688087463378,0.03584003825530373,0.24454398155212403,0.012367140894619369,0.001,0.1,"{'C': 0.001, 'gamma': 0.1}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
3,1.3571320533752442,0.026092917483440545,0.23322181701660155,0.01912633597684285,0.001,1,"{'C': 0.001, 'gamma': 1}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
4,1.3516299247741699,0.03352835949346624,0.23882999420166015,0.02269505115506234,0.01,0.001,"{'C': 0.01, 'gamma': 0.001}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
5,1.329732608795166,0.028255132996917166,0.20998501777648926,0.009377202760030571,0.01,0.01,"{'C': 0.01, 'gamma': 0.01}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
6,1.3590583324432373,0.042687283419772834,0.20246005058288574,0.016390643659654862,0.01,0.1,"{'C': 0.01, 'gamma': 0.1}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
7,1.3521099090576172,0.03329909177385914,0.19619545936584473,0.018311267375802496,0.01,1,"{'C': 0.01, 'gamma': 1}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
8,1.34629545211792,0.03789338295592535,0.1846451759338379,0.0033006246808495697,0.1,0.001,"{'C': 0.1, 'gamma': 0.001}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
9,1.3616597175598144,0.04313018814755916,0.19872264862060546,0.01710407645925655,0.1,0.01,"{'C': 0.1, 'gamma': 0.01}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
10,1.3758438110351563,0.043676858320518784,0.2203193187713623,0.022916893969442815,0.1,0.1,"{'C': 0.1, 'gamma': 0.1}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
11,1.3831351280212403,0.019146485955057704,0.19346542358398439,0.007776085740447282,0.1,1,"{'C': 0.1, 'gamma': 1}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
12,1.4468301296234132,0.09331720710071782,0.21141576766967773,0.004937558960753996,1,0.001,"{'C': 1, 'gamma': 0.001}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
13,1.5301146030426025,0.03549264086120616,0.213210391998291,0.01686238775222757,1,0.01,"{'C': 1, 'gamma': 0.01}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
14,1.3898487567901612,0.0383712679092009,0.18954825401306152,0.008403782004720398,1,0.1,"{'C': 1, 'gamma': 0.1}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
15,1.3683174133300782,0.04078468048274805,0.19782981872558594,0.02343384116045433,1,1,"{'C': 1, 'gamma': 1}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
16,1.3772732257843017,0.0343556015135436,0.19749784469604492,0.0032934869199275677,10,0.001,"{'C': 10, 'gamma': 0.001}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
17,1.4132065296173095,0.0675822247449892,0.19405946731567383,0.020110322972083608,10,0.01,"{'C': 10, 'gamma': 0.01}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
18,1.4264657974243165,0.045434317209997216,0.18401312828063965,0.017951291906604893,10,0.1,"{'C': 10, 'gamma': 0.1}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
19,1.3162437438964845,0.012405049666468786,0.16094298362731935,0.006742464164683093,10,1,"{'C': 10, 'gamma': 1}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
