,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.009815835952758789,0.0010267165365376255,0.007585906982421875,0.00021608798515480615,{},0.07177033492822966,0.09045226130653267,0.06735751295336788,0.07446808510638298,0.06043956043956044,0.07312049433573635,0.009952340306261548,1
