,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.8931338787078857,0.02280581031583097,0.1653653621673584,0.003488078631006497,0.001,0.001,"{'C': 0.001, 'gamma': 0.001}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
1,0.9008491039276123,0.014776949540606286,0.17102184295654296,0.01054072124244925,0.001,0.01,"{'C': 0.001, 'gamma': 0.01}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
2,0.881945276260376,0.026292621363918252,0.16635332107543946,0.004976943407831199,0.001,0.1,"{'C': 0.001, 'gamma': 0.1}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
3,0.9240687847137451,0.04268647565534657,0.16502203941345214,0.01091553134264135,0.001,1,"{'C': 0.001, 'gamma': 1}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
4,0.9490233898162842,0.047724554420558035,0.16436300277709961,0.010327760708900067,0.01,0.001,"{'C': 0.01, 'gamma': 0.001}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
5,1.0025853633880615,0.02985052622145444,0.17109780311584472,0.0025737220367412546,0.01,0.01,"{'C': 0.01, 'gamma': 0.01}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
6,0.9651200294494628,0.028771538376505233,0.16289587020874025,0.021246232863612397,0.01,0.1,"{'C': 0.01, 'gamma': 0.1}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
7,0.9061768054962158,0.020967549756220585,0.14575576782226562,0.0064687315083855725,0.01,1,"{'C': 0.01, 'gamma': 1}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
8,0.8902766227722168,0.022030451989713044,0.15749812126159668,0.01378945458800991,0.1,0.001,"{'C': 0.1, 'gamma': 0.001}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
9,0.9439094066619873,0.07038385191896993,0.16156582832336425,0.006663279558158104,0.1,0.01,"{'C': 0.1, 'gamma': 0.01}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
10,0.9722260951995849,0.03166152777410154,0.1649383544921875,0.007649887477645877,0.1,0.1,"{'C': 0.1, 'gamma': 0.1}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
11,0.9544512748718261,0.03405961248479719,0.1388369083404541,0.012890413797769342,0.1,1,"{'C': 0.1, 'gamma': 1}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
12,0.9458827972412109,0.02741319450080184,0.13321008682250976,0.013830879389729859,1,0.001,"{'C': 1, 'gamma': 0.001}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
13,0.9226654052734375,0.018881706228370917,0.13315553665161134,0.004249104201324062,1,0.01,"{'C': 1, 'gamma': 0.01}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
14,0.9255716323852539,0.026934581073946307,0.12799673080444335,0.01074400474440128,1,0.1,"{'C': 1, 'gamma': 0.1}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
15,0.944135332107544,0.033998967349463206,0.12883095741271972,0.00565610638355146,1,1,"{'C': 1, 'gamma': 1}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
16,0.9535289287567139,0.028352009117772217,0.13109040260314941,0.003432301280454595,10,0.001,"{'C': 10, 'gamma': 0.001}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
17,0.9670392036437988,0.022609772661489277,0.1322960376739502,0.006573093323846619,10,0.01,"{'C': 10, 'gamma': 0.01}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
18,0.9830168724060059,0.03236740638477914,0.1338118076324463,0.00790782852693484,10,0.1,"{'C': 10, 'gamma': 0.1}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
19,0.8865974426269532,0.0172582195836799,0.11907134056091309,0.015669930179363807,10,1,"{'C': 10, 'gamma': 1}",0.04784688995215311,0.04522613065326633,0.046632124352331605,0.047872340425531915,0.04945054945054945,0.04737384140061792,0.001399756867302231,1
