,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.039421606063842776,0.0028695055833737747,0.0788386344909668,0.009046417452846645,{},0.06698564593301436,0.08542713567839195,0.06217616580310881,0.0797872340425532,0.054945054945054944,0.07003089598352215,0.011132220631619378,1
