,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0394350528717041,0.00974921202623667,0.06765022277832031,0.008564561194618047,{},0.17703349282296652,0.22613065326633167,0.21243523316062177,0.20212765957446807,0.16483516483516483,0.19670442842430483,0.022494383573251384,1
