,acerolas,apples,apricots,avocados,bananas,blackberries,blueberries,cantaloupes,cherries,coconuts,figs,grapefruits,grapes,guava,kiwifruit,lemons,limes,mangos,olives,oranges,passionfruit,peaches,pears,pineapples,plums,pomegranates,raspberries,strawberries,tomatoes,watermelons,accuracy,macro avg,weighted avg
precision,0.0,0.047619047619047616,0.1,0.0,0.07142857142857142,0.0625,0.42857142857142855,0.05882352941176471,0.0,0.0,0.08333333333333333,0.3333333333333333,0.0,0.07142857142857142,0.0,0.0,0.5,0.2,0.0,0.3333333333333333,0.0,0.0,0.14285714285714285,0.0,0.0,0.25,0.2,0.16666666666666666,0.0,0.0,0.0823045267489712,0.10166316526610644,0.10351653006881767
recall,0.0,0.2,0.2857142857142857,0.0,0.09090909090909093,0.1111111111111111,0.375,0.125,0.0,0.0,0.16666666666666666,0.125,0.0,0.125,0.0,0.0,0.14285714285714285,0.125,0.0,0.1111111111111111,0.0,0.0,0.125,0.0,0.0,0.14285714285714285,0.1,0.08333333333333333,0.0,0.0,0.0823045267489712,0.08115199615199616,0.0823045267489712
f1-score,0.0,0.07692307692307693,0.14814814814814814,0.0,0.08,0.08,0.4,0.07999999999999999,0.0,0.0,0.1111111111111111,0.18181818181818185,0.0,0.09090909090909093,0.0,0.0,0.22222222222222224,0.15384615384615385,0.0,0.16666666666666666,0.0,0.0,0.13333333333333333,0.0,0.0,0.18181818181818185,0.13333333333333333,0.1111111111111111,0.0,0.0,0.0823045267489712,0.07837468704135371,0.07978246109933351
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,8.0,6.0,9.0,5.0,7.0,8.0,9.0,8.0,7.0,10.0,12.0,12.0,8.0,0.0823045267489712,243.0,243.0
precision,0.14285714285714285,0.08695652173913042,0.03333333333333333,0.0,0.25,0.1111111111111111,0.3,0.15384615384615385,0.0,0.0625,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.125,0.0,0.0,0.0,0.5,0.2222222222222222,0.0,0.0,0.09876543209876544,0.09792754950363644,0.106923774918944
recall,0.3333333333333333,0.2,0.14285714285714285,0.0,0.18181818181818185,0.2222222222222222,0.375,0.25,0.0,0.16666666666666666,0.16666666666666666,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.125,0.0,0.0,0.0,0.3,0.16666666666666666,0.0,0.0,0.09876543209876544,0.09554473304473304,0.09876543209876544
f1-score,0.2,0.12121212121212124,0.054054054054054064,0.0,0.2105263157894737,0.14814814814814814,0.3333333333333333,0.1904761904761905,0.0,0.09090909090909093,0.2,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.125,0.0,0.0,0.0,0.375,0.1904761904761905,0.0,0.0,0.09876543209876544,0.08582665933543128,0.09168065961438282
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,9.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,10.0,12.0,12.0,8.0,0.09876543209876544,243.0,243.0
precision,0.0,0.04,0.06896551724137931,0.0625,0.2352941176470588,0.17647058823529413,0.3333333333333333,0.13333333333333333,0.09090909090909093,0.4,0.0,0.25,0.0,0.16666666666666666,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.0,0.10699588477366256,0.10802686602331632,0.11637106420931828
recall,0.0,0.1,0.2857142857142857,0.16666666666666666,0.3636363636363637,0.3333333333333333,0.5,0.25,0.125,0.3333333333333333,0.0,0.125,0.0,0.125,0.0,0.0,0.14285714285714285,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.10699588477366256,0.10427729677729676,0.10699588477366256
f1-score,0.0,0.057142857142857134,0.1111111111111111,0.09090909090909093,0.2857142857142857,0.2307692307692308,0.4,0.1739130434782609,0.10526315789473684,0.3636363636363636,0.0,0.16666666666666666,0.0,0.14285714285714288,0.0,0.0,0.18181818181818185,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.1176470588235294,0.0,0.10699588477366256,0.09141999019909908,0.09517166666011118
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,9.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,10.0,12.0,12.0,8.0,0.10699588477366256,243.0,243.0
precision,0.07142857142857142,0.0,0.04,0.0625,0.26666666666666666,0.125,0.2222222222222222,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.2,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.09053497942386833,0.1190383597883598,0.13478607355150565
recall,0.16666666666666666,0.0,0.14285714285714285,0.16666666666666666,0.3636363636363637,0.2222222222222222,0.25,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.125,0.1111111111111111,0.0,0.0,0.1,0.16666666666666666,0.16666666666666666,0.125,0.09053497942386833,0.08225348725348725,0.09053497942386833
f1-score,0.1,0.0,0.0625,0.09090909090909093,0.30769230769230765,0.16,0.2352941176470588,0.0,0.0,0.0,0.0,0.18181818181818185,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.14285714285714288,0.13333333333333333,0.0,0.0,0.13333333333333333,0.16666666666666666,0.2222222222222222,0.18181818181818185,0.09053497942386833,0.08061481927658397,0.09111881038351627
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,8.0,6.0,9.0,5.0,7.0,8.0,9.0,8.0,7.0,10.0,12.0,12.0,8.0,0.09053497942386833,243.0,243.0
precision,0.09090909090909091,0.075,0.0,0.0,0.0,0.15384615384615385,0.2727272727272727,0.21428571428571427,0.0,0.25,0.0,0.5,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.2,0.08333333333333333,0.1111111111111111,0.0,0.08641975308641975,0.08394374144374145,0.08757052275570792
recall,0.3333333333333333,0.3,0.0,0.0,0.0,0.2222222222222222,0.375,0.375,0.0,0.16666666666666666,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.125,0.0,0.0,0.0,0.1,0.08333333333333333,0.08333333333333333,0.0,0.08641975308641975,0.0841666666666667,0.08641975308641975
f1-score,0.14285714285714288,0.12,0.0,0.0,0.0,0.18181818181818185,0.3157894736842105,0.2727272727272727,0.0,0.2,0.0,0.2,0.0,0.10526315789473685,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.13333333333333333,0.08333333333333333,0.09523809523809525,0.0,0.08641975308641975,0.07167866636287688,0.07443046448894403
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,9.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,10.0,12.0,12.0,8.0,0.08641975308641975,243.0,243.0
