,acerolas,apples,apricots,avocados,bananas,blackberries,blueberries,cantaloupes,cherries,coconuts,figs,grapefruits,grapes,guava,kiwifruit,lemons,limes,mangos,olives,oranges,passionfruit,peaches,pears,pineapples,plums,pomegranates,raspberries,strawberries,tomatoes,watermelons,accuracy,macro avg,weighted avg
precision,0.14285714285714285,0.16666666666666666,0.25,0.5,0.25,0.6,0.8333333333333334,0.6666666666666666,0.2,0.6666666666666666,0.08333333333333333,0.7142857142857143,0.5,0.2857142857142857,0.4166666666666667,0.2857142857142857,0.3333333333333333,0.2,0.5,0.6,0.8,0.4,0.2857142857142857,0.2222222222222222,0.5555555555555556,0.3333333333333333,0.2307692307692308,0.2307692307692308,0.14285714285714285,0.25,0.3580246913580247,0.3882153032153032,0.3755631428470935
recall,0.16666666666666666,0.1,0.2857142857142857,0.16666666666666666,0.09090909090909093,0.6666666666666666,0.625,0.75,0.25,0.3333333333333333,0.16666666666666666,0.625,0.4,0.25,0.5555555555555556,0.2857142857142857,0.2857142857142857,0.25,0.16666666666666666,0.6666666666666666,0.8,0.2857142857142857,0.25,0.4444444444444444,0.625,0.5714285714285714,0.3,0.25,0.08333333333333333,0.25,0.3580246913580247,0.3648953823953824,0.3580246913580247
f1-score,0.15384615384615385,0.125,0.26666666666666666,0.25,0.13333333333333333,0.631578947368421,0.7142857142857143,0.7058823529411765,0.22222222222222224,0.4444444444444444,0.1111111111111111,0.6666666666666666,0.4444444444444445,0.26666666666666666,0.4761904761904762,0.2857142857142857,0.30769230769230765,0.22222222222222224,0.25,0.631578947368421,0.8000000000000002,0.3333333333333333,0.26666666666666666,0.2962962962962963,0.5882352941176471,0.4210526315789474,0.2608695652173913,0.24,0.10526315789473684,0.25,0.3580246913580247,0.3623754636096584,0.3539677939944661
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,8.0,6.0,9.0,5.0,7.0,8.0,9.0,8.0,7.0,10.0,12.0,12.0,8.0,0.3580246913580247,243.0,243.0
precision,0.07142857142857142,0.05555555555555555,0.25,0.5,0.5,0.75,1.0,0.2,0.21428571428571427,1.0,0.15384615384615385,0.5,0.3076923076923077,0.375,0.2222222222222222,1.0,0.16666666666666666,0.4,0.3333333333333333,0.5454545454545454,0.5,0.3,0.5,0.4615384615384616,0.6,0.15384615384615385,0.8,0.2307692307692308,0.5,0.42857142857142855,0.3456790123456789,0.4340070115070115,0.4335028939967212
recall,0.16666666666666666,0.1,0.14285714285714285,0.16666666666666666,0.3636363636363637,0.6666666666666666,0.25,0.125,0.375,0.3333333333333333,0.3333333333333333,0.125,0.4,0.375,0.2222222222222222,0.42857142857142855,0.14285714285714285,0.4444444444444444,0.16666666666666666,0.6666666666666666,0.2,0.42857142857142855,0.25,0.75,0.375,0.2857142857142857,0.4,0.25,0.6666666666666666,0.375,0.3456790123456789,0.33251803751803755,0.3456790123456789
f1-score,0.1,0.07142857142857142,0.18181818181818185,0.25,0.4210526315789474,0.7058823529411765,0.4,0.15384615384615385,0.2727272727272727,0.5,0.21052631578947367,0.2,0.3478260869565217,0.375,0.2222222222222222,0.6,0.15384615384615385,0.4210526315789474,0.2222222222222222,0.6,0.2857142857142857,0.3529411764705882,0.3333333333333333,0.5714285714285714,0.4615384615384615,0.2,0.5333333333333333,0.24,0.5714285714285715,0.4,0.3456790123456789,0.345305617673433,0.35524818175700856
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,9.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,10.0,12.0,12.0,8.0,0.3456790123456789,243.0,243.0
precision,0.14285714285714285,0.18181818181818185,0.16666666666666666,0.4,0.4,0.8333333333333334,0.3333333333333333,0.75,0.2222222222222222,0.6666666666666666,0.06666666666666668,0.3333333333333333,0.3333333333333333,0.5,0.4615384615384616,0.0,0.42857142857142855,0.2,0.2,0.8333333333333334,0.3333333333333333,0.3076923076923077,0.375,0.2307692307692308,0.4615384615384616,0.25,0.5,0.3125,0.3333333333333333,0.5,0.3580246913580247,0.3685946923446924,0.3765401493796556
recall,0.16666666666666666,0.2,0.14285714285714285,0.3333333333333333,0.18181818181818185,0.5555555555555556,0.25,0.75,0.25,0.6666666666666666,0.16666666666666666,0.125,0.3,0.375,0.6666666666666666,0.0,0.42857142857142855,0.2222222222222222,0.16666666666666666,0.5555555555555556,0.4,0.5714285714285714,0.375,0.375,0.75,0.2857142857142857,0.4,0.4166666666666667,0.16666666666666666,0.5,0.3580246913580247,0.3581240981240981,0.3580246913580247
