,acerolas,apples,apricots,avocados,bananas,blackberries,blueberries,cantaloupes,cherries,coconuts,figs,grapefruits,grapes,guava,kiwifruit,lemons,limes,mangos,olives,oranges,passionfruit,peaches,pears,pineapples,plums,pomegranates,raspberries,strawberries,tomatoes,watermelons,accuracy,macro avg,weighted avg
f1-score,0.15384615384615385,0.1904761904761905,0.15384615384615385,0.3636363636363636,0.2500000000000001,0.6666666666666667,0.2857142857142857,0.75,0.2352941176470588,0.6666666666666666,0.09523809523809522,0.18181818181818185,0.3157894736842105,0.42857142857142855,0.5454545454545455,0.0,0.42857142857142855,0.2105263157894737,0.1818181818181818,0.6666666666666667,0.3636363636363636,0.4,0.375,0.2857142857142857,0.5714285714285714,0.26666666666666666,0.4444444444444445,0.35714285714285715,0.2222222222222222,0.5,0.3580246913580247,0.3518952109122388,0.3549409098180264
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,9.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,10.0,12.0,12.0,8.0,0.3580246913580247,243.0,243.0
precision,0.0,0.15384615384615385,0.0,1.0,0.8,0.4545454545454545,0.6666666666666666,0.6,0.18181818181818185,0.6,0.16666666666666666,0.8333333333333334,0.1724137931034483,0.5714285714285714,1.0,0.1111111111111111,0.2,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.4,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.3,0.3333333333333333,0.21739130434782608,0.3,0.375,0.34156378600823045,0.4137915015463742,0.4127346808432191
recall,0.0,0.2,0.0,0.16666666666666666,0.3636363636363637,0.5555555555555556,0.25,0.75,0.25,0.5,0.16666666666666666,0.625,0.5,0.5,0.5555555555555556,0.14285714285714285,0.14285714285714285,0.25,0.16666666666666666,0.4444444444444444,0.4,0.2857142857142857,0.375,0.4444444444444444,0.375,0.42857142857142855,0.1,0.4166666666666667,0.25,0.375,0.34156378600823045,0.3326767676767676,0.34156378600823045
f1-score,0.0,0.17391304347826084,0.0,0.2857142857142857,0.5000000000000001,0.5,0.3636363636363637,0.6666666666666665,0.2105263157894737,0.5454545454545454,0.16666666666666666,0.7142857142857143,0.25641025641025644,0.5333333333333333,0.7142857142857143,0.125,0.16666666666666666,0.2,0.2222222222222222,0.5333333333333333,0.5,0.3333333333333333,0.4,0.3478260869565217,0.4,0.3529411764705882,0.15384615384615385,0.2857142857142857,0.2727272727272727,0.375,0.34156378600823045,0.34331678123305537,0.3476358895274007
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,8.0,6.0,9.0,5.0,7.0,8.0,9.0,8.0,7.0,10.0,12.0,12.0,8.0,0.34156378600823045,243.0,243.0
precision,0.25,0.125,0.14285714285714285,0.5,0.75,0.5,0.8571428571428571,0.18181818181818182,0.2222222222222222,1.0,0.0,0.8,0.3076923076923077,0.4,0.46153846153846156,0.5,0.0,0.23076923076923078,1.0,0.6666666666666666,0.5,0.5,0.5,0.36363636363636365,0.42857142857142855,0.5555555555555556,0.5833333333333334,0.23076923076923078,0.16666666666666666,0.4,0.3786008230452675,0.437474654974655,0.4280916614249948
recall,0.3333333333333333,0.1,0.14285714285714285,0.16666666666666666,0.2727272727272727,0.6666666666666666,0.75,0.25,0.5,0.5,0.0,0.5,0.4,0.5,0.6666666666666666,0.2857142857142857,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4,0.2857142857142857,0.25,0.5,0.375,0.7142857142857143,0.7,0.25,0.16666666666666666,0.25,0.3786008230452675,0.3753210678210677,0.3786008230452675
f1-score,0.28571428571428575,0.11111111111111112,0.14285714285714285,0.25,0.39999999999999997,0.5714285714285715,0.7999999999999999,0.2105263157894737,0.30769230769230765,0.6666666666666666,0.0,0.6153846153846154,0.34782608695652173,0.4444444444444445,0.5454545454545455,0.36363636363636365,0.0,0.27272727272727276,0.5,0.6666666666666666,0.4444444444444445,0.36363636363636365,0.3333333333333333,0.4210526315789474,0.39999999999999997,0.6250000000000001,0.6363636363636365,0.24000000000000002,0.16666666666666666,0.3076923076923077,0.3786008230452675,0.3813441926748563,0.3800943478417558
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,9.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,10.0,12.0,12.0,8.0,0.3786008230452675,243.0,243.0
