,acerolas,apples,apricots,avocados,bananas,blackberries,blueberries,cantaloupes,cherries,coconuts,figs,grapefruits,grapes,guava,kiwifruit,lemons,limes,mangos,olives,oranges,passionfruit,peaches,pears,pineapples,plums,pomegranates,raspberries,strawberries,tomatoes,watermelons,accuracy,macro avg,weighted avg
precision,0.1176470588235294,0.08,0.13636363636363635,0.0,0.3333333333333333,0.13333333333333333,1.0,0.5,0.09523809523809523,0.1,0.25,0.75,0.14285714285714285,0.14285714285714285,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.0625,0.0,0.5,0.4,0.0,0.375,0.0,0.18106995884773666,0.2634948009506833,0.2679367987374523
recall,0.3333333333333333,0.2,0.42857142857142855,0.0,0.3636363636363637,0.2222222222222222,0.75,0.5,0.25,0.16666666666666666,0.16666666666666666,0.375,0.1,0.125,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.1111111111111111,0.0,0.0,0.25,0.1111111111111111,0.0,0.14285714285714285,0.2,0.0,0.25,0.0,0.18106995884773666,0.1777296777296777,0.18106995884773666
f1-score,0.1739130434782609,0.11428571428571427,0.206896551724138,0.0,0.3478260869565217,0.16666666666666669,0.8571428571428571,0.5,0.13793103448275862,0.125,0.2,0.5,0.1176470588235294,0.13333333333333333,0.0,0.22222222222222224,0.25,0.0,0.0,0.2,0.0,0.0,0.26666666666666666,0.08,0.0,0.22222222222222224,0.26666666666666666,0.0,0.3,0.0,0.18106995884773666,0.17961400415571854,0.1847552992647548
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,8.0,6.0,9.0,5.0,7.0,8.0,9.0,8.0,7.0,10.0,12.0,12.0,8.0,0.18106995884773666,243.0,243.0
precision,0.1111111111111111,0.125,0.037037037037037035,0.0,0.2,0.1,0.4,0.3,0.05263157894736842,0.09090909090909093,0.125,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.16666666666666666,0.2857142857142857,0.07692307692307693,0.5,0.0,0.75,0.14285714285714285,0.6666666666666666,0.0,0.14814814814814814,0.20157277744997049,0.2234203746982608
recall,0.3333333333333333,0.3,0.14285714285714285,0.0,0.18181818181818185,0.2222222222222222,0.25,0.375,0.125,0.16666666666666666,0.16666666666666666,0.125,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.14285714285714285,0.25,0.125,0.125,0.0,0.3,0.08333333333333333,0.3333333333333333,0.0,0.14814814814814814,0.13938071188071188,0.14814814814814814
f1-score,0.16666666666666666,0.17647058823529413,0.05882352941176471,0.0,0.1904761904761905,0.13793103448275865,0.3076923076923077,0.3333333333333333,0.07407407407407407,0.11764705882352942,0.14285714285714288,0.2222222222222222,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.4615384615384616,0.0,0.15384615384615385,0.26666666666666666,0.09523809523809523,0.2,0.0,0.4285714285714285,0.10526315789473684,0.4444444444444444,0.0,0.14814814814814814,0.14029208521584238,0.1540448623138664
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,9.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,10.0,12.0,12.0,8.0,0.14814814814814814,243.0,243.0
precision,0.05,0.10526315789473684,0.09523809523809523,0.0,0.16666666666666666,0.1875,0.3333333333333333,0.16666666666666666,0.2,0.5,0.25,0.25,0.0,0.125,0.5,0.25,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.2,0.6666666666666666,0.0,0.1440329218106996,0.21463972431077696,0.23532094124199385
recall,0.16666666666666666,0.2,0.2857142857142857,0.0,0.18181818181818185,0.3333333333333333,0.375,0.25,0.25,0.3333333333333333,0.16666666666666666,0.125,0.0,0.125,0.2222222222222222,0.14285714285714285,0.14285714285714285,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.125,0.0,0.3,0.16666666666666666,0.16666666666666666,0.0,0.1440329218106996,0.13899711399711406,0.1440329218106996
f1-score,0.07692307692307691,0.13793103448275862,0.14285714285714285,0.0,0.17391304347826084,0.24000000000000005,0.35294117647058826,0.2,0.22222222222222224,0.4,0.2,0.16666666666666666,0.0,0.125,0.30769230769230765,0.18181818181818185,0.18181818181818185,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.4615384615384615,0.1818181818181818,0.26666666666666666,0.0,0.1440329218106996,0.14510465592620106,0.1531978913006482
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,9.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,10.0,12.0,12.0,8.0,0.1440329218106996,243.0,243.0
precision,0.08333333333333333,0.07407407407407407,0.10526315789473684,0.0,0.21428571428571427,0.21052631578947367,0.16666666666666666,0.5,0.0,0.0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.14285714285714285,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.5,0.16666666666666666,0.125,0.0,0.0,0.3333333333333333,0.25,0.0,0.0,0.13580246913580246,0.13832613942263064,0.14872500753484075
recall,0.16666666666666666,0.2,0.2857142857142857,0.0,0.2727272727272727,0.4444444444444444,0.125,0.375,0.0,0.0,0.0,0.25,0.1,0.125,0.1111111111111111,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.14285714285714285,0.125,0.2222222222222222,0.0,0.0,0.1,0.25,0.0,0.0,0.13580246913580246,0.12467291967291967,0.13580246913580246
f1-score,0.1111111111111111,0.10810810810810813,0.15384615384615385,0.0,0.24,0.2857142857142857,0.14285714285714288,0.42857142857142855,0.0,0.0,0.0,0.3333333333333333,0.125,0.14285714285714288,0.125,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.22222222222222224,0.14285714285714288,0.16,0.0,0.0,0.15384615384615385,0.25,0.0,0.0,0.13580246913580246,0.11899228899228895,0.12950175314372847
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,8.0,6.0,9.0,5.0,7.0,8.0,9.0,8.0,7.0,10.0,12.0,12.0,8.0,0.13580246913580246,243.0,243.0
precision,0.14285714285714285,0.18181818181818182,0.058823529411764705,0.0,0.07142857142857142,0.4166666666666667,0.8,0.23076923076923078,0.09090909090909091,0.1,0.0,0.0,0.09090909090909091,0.1111111111111111,0.14285714285714285,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.16666666666666666,0.0,0.14285714285714285,0.0,0.6666666666666666,0.0,0.16666666666666666,0.5,0.1440329218106996,0.1527002300531712,0.16429128175678648
recall,0.3333333333333333,0.4,0.14285714285714285,0.0,0.09090909090909091,0.5555555555555556,0.5,0.375,0.125,0.16666666666666666,0.0,0.0,0.1,0.125,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.125,0.0,0.125,0.0,0.4,0.0,0.08333333333333333,0.125,0.1440329218106996,0.13686628186628186,0.1440329218106996
