,acerolas,apples,apricots,avocados,bananas,blackberries,blueberries,cantaloupes,cherries,coconuts,figs,grapefruits,grapes,guava,kiwifruit,lemons,limes,mangos,olives,oranges,passionfruit,peaches,pears,pineapples,plums,pomegranates,raspberries,strawberries,tomatoes,watermelons,accuracy,macro avg,weighted avg
precision,0.25,0.0,0.2352941176470588,0.4444444444444444,0.4615384615384616,0.75,0.5833333333333334,0.375,0.4,0.4,0.3333333333333333,0.6,0.16666666666666666,0.25,0.2307692307692308,0.3333333333333333,0.42857142857142855,0.0,0.5,0.6,0.0,0.2,0.25,0.08333333333333333,0.25,0.5,0.25,0.4666666666666667,0.5384615384615384,1.0,0.3497942386831276,0.3626915296032943,0.3678838550298245
recall,0.16666666666666666,0.0,0.5714285714285714,0.6666666666666666,0.5454545454545454,0.6666666666666666,0.875,0.375,0.5,0.6666666666666666,0.3333333333333333,0.375,0.1,0.25,0.3333333333333333,0.2857142857142857,0.42857142857142855,0.0,0.16666666666666666,0.3333333333333333,0.0,0.2857142857142857,0.125,0.1111111111111111,0.125,0.2857142857142857,0.3,0.5833333333333334,0.5833333333333334,0.25,0.3497942386831276,0.3429569504569505,0.3497942386831276
f1-score,0.2,0.0,0.3333333333333333,0.5333333333333333,0.4999999999999999,0.7058823529411765,0.7000000000000001,0.375,0.4444444444444445,0.5,0.3333333333333333,0.4615384615384615,0.125,0.25,0.2727272727272728,0.30769230769230765,0.42857142857142855,0.0,0.25,0.42857142857142855,0.0,0.2352941176470588,0.16666666666666666,0.09523809523809523,0.16666666666666666,0.3636363636363637,0.2727272727272727,0.5185185185185186,0.5599999999999999,0.4,0.3497942386831276,0.33093917991957217,0.33841765459049417
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,8.0,6.0,9.0,5.0,7.0,8.0,9.0,8.0,7.0,10.0,12.0,12.0,8.0,0.3497942386831276,243.0,243.0
precision,0.25,0.1875,0.2222222222222222,0.25,0.5833333333333334,0.4,0.75,0.0,0.0,0.8,0.25,0.5,0.2222222222222222,0.3,0.26666666666666666,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.0,0.4444444444444444,0.3333333333333333,0.25,0.25,0.4,0.5,0.5,0.5,0.35714285714285715,0.625,0.2,0.3580246913580247,0.35954365079365075,0.36645927232346986
recall,0.3333333333333333,0.3,0.2857142857142857,0.3333333333333333,0.6363636363636364,0.4444444444444444,0.75,0.0,0.0,0.6666666666666666,0.3333333333333333,0.25,0.2,0.375,0.4444444444444444,0.5714285714285714,0.5714285714285714,0.1111111111111111,0.0,0.4444444444444444,0.2,0.2857142857142857,0.125,0.5,0.375,0.42857142857142855,0.6,0.4166666666666667,0.4166666666666667,0.125,0.3580246913580247,0.3507888407888408,0.3580246913580247
f1-score,0.2857142857142857,0.23076923076923075,0.25,0.2857142857142857,0.6086956521739131,0.4210526315789474,0.75,0.0,0.0,0.7272727272727272,0.2857142857142857,0.3333333333333333,0.2105263157894737,0.3333333333333333,0.33333333333333337,0.5,0.6153846153846153,0.16666666666666666,0.0,0.4444444444444444,0.25,0.26666666666666666,0.16666666666666666,0.4444444444444445,0.42857142857142855,0.4615384615384615,0.5454545454545454,0.3846153846153846,0.5,0.15384615384615385,0.3580246913580247,0.3461252964342209,0.35292673245607104
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,9.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,10.0,12.0,12.0,8.0,0.3580246913580247,243.0,243.0
precision,0.14285714285714285,0.2777777777777778,0.0,0.25,0.6,0.3636363636363637,0.7142857142857143,0.3076923076923077,0.2727272727272727,0.3076923076923077,0.25,0.6666666666666666,0.25,0.18181818181818185,0.3181818181818182,0.6666666666666666,0.5,0.25,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.25,0.5,0.375,0.3,0.5555555555555556,0.0,0.3456790123456789,0.3322408147408148,0.3475841944977747
recall,0.16666666666666666,0.5,0.0,0.3333333333333333,0.8181818181818182,0.4444444444444444,0.625,0.5,0.375,0.6666666666666666,0.3333333333333333,0.5,0.2,0.25,0.7777777777777778,0.2857142857142857,0.42857142857142855,0.1111111111111111,0.0,0.4444444444444444,0.0,0.0,0.125,0.375,0.25,0.42857142857142855,0.3,0.25,0.4166666666666667,0.0,0.3456790123456789,0.3301827801827802,0.3456790123456789
f1-score,0.15384615384615385,0.35714285714285715,0.0,0.2857142857142857,0.6923076923076923,0.4,0.6666666666666666,0.38095238095238093,0.3157894736842105,0.42105263157894735,0.2857142857142857,0.5714285714285715,0.22222222222222224,0.2105263157894737,0.4516129032258064,0.4,0.4615384615384615,0.15384615384615385,0.0,0.38095238095238093,0.0,0.0,0.18181818181818185,0.5454545454545454,0.25,0.4615384615384615,0.3333333333333333,0.2727272727272727,0.4761904761904762,0.0,0.3456790123456789,0.31107919025576075,0.32645134304779233
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,9.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,10.0,12.0,12.0,8.0,0.3456790123456789,243.0,243.0
