,acerolas,apples,apricots,avocados,bananas,blackberries,blueberries,cantaloupes,cherries,coconuts,figs,grapefruits,grapes,guava,kiwifruit,lemons,limes,mangos,olives,oranges,passionfruit,peaches,pears,pineapples,plums,pomegranates,raspberries,strawberries,tomatoes,watermelons,accuracy,macro avg,weighted avg
precision,0.0,0.14285714285714285,0.2222222222222222,0.0,0.0,0.26666666666666666,0.42857142857142855,0.2,0.125,0.2857142857142857,1.0,0.2222222222222222,0.0,0.0,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.2222222222222222,0.10526315789473684,0.07692307692307693,0.2222222222222222,0.1522633744855967,0.17817604909710172,0.17275673091137675
recall,0.0,0.1,0.2857142857142857,0.0,0.0,0.4444444444444444,0.375,0.25,0.125,0.3333333333333333,0.16666666666666666,0.25,0.0,0.0,0.3333333333333333,0.2857142857142857,0.42857142857142855,0.125,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.125,0.0,0.2,0.16666666666666666,0.08333333333333333,0.25,0.1522633744855967,0.15166666666666667,0.1522633744855967
f1-score,0.0,0.1176470588235294,0.25,0.0,0.0,0.33333333333333337,0.4,0.22222222222222224,0.125,0.30769230769230765,0.2857142857142857,0.2352941176470588,0.0,0.0,0.3333333333333333,0.30769230769230765,0.2857142857142857,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.30769230769230765,0.18181818181818185,0.0,0.2105263157894737,0.12903225806451615,0.08,0.2352941176470588,0.1522633744855967,0.1488551164002577,0.14881416836084407
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,8.0,6.0,9.0,5.0,7.0,8.0,9.0,8.0,7.0,10.0,12.0,12.0,8.0,0.1522633744855967,243.0,243.0
precision,0.0,0.07692307692307693,0.0,0.25,0.14285714285714285,0.3333333333333333,0.2222222222222222,0.375,0.0,0.0,0.0,0.2,0.0,0.14285714285714285,0.3636363636363637,0.14285714285714285,0.18181818181818185,0.2,0.0,0.2222222222222222,0.0,0.0,0.16666666666666666,0.25,0.0,0.07692307692307693,0.4,0.2222222222222222,0.2,0.0,0.16049382716049382,0.1389846264846265,0.15080333475395202
recall,0.0,0.1,0.0,0.16666666666666666,0.09090909090909093,0.5555555555555556,0.25,0.375,0.0,0.0,0.0,0.125,0.0,0.125,0.4444444444444444,0.14285714285714285,0.2857142857142857,0.3333333333333333,0.0,0.2222222222222222,0.0,0.0,0.125,0.375,0.0,0.14285714285714285,0.2,0.3333333333333333,0.08333333333333333,0.0,0.16049382716049382,0.14920755170755168,0.16049382716049382
f1-score,0.0,0.08695652173913042,0.0,0.2,0.1111111111111111,0.4166666666666667,0.2352941176470588,0.375,0.0,0.0,0.0,0.15384615384615385,0.0,0.13333333333333333,0.4,0.14285714285714285,0.2222222222222222,0.25,0.0,0.2222222222222222,0.0,0.0,0.14285714285714288,0.3,0.0,0.1,0.26666666666666666,0.26666666666666666,0.1176470588235294,0.0,0.16049382716049382,0.1381115675553016,0.14875893147813835
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,9.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,10.0,12.0,12.0,8.0,0.16049382716049382,243.0,243.0
precision,0.25,0.0,0.0,0.0,0.3333333333333333,0.3,0.42857142857142855,0.5,0.125,0.09090909090909093,0.07692307692307693,0.2,0.0,0.125,0.25,0.2857142857142857,0.42857142857142855,0.0,0.0,0.16666666666666666,0.0,0.2,0.2,0.2,0.2222222222222222,0.0,0.3333333333333333,0.125,0.0,0.25,0.16049382716049382,0.16970816220816226,0.17227712844996795
recall,0.16666666666666666,0.0,0.0,0.0,0.3636363636363637,0.3333333333333333,0.375,0.25,0.25,0.16666666666666666,0.16666666666666666,0.125,0.0,0.125,0.1111111111111111,0.2857142857142857,0.42857142857142855,0.0,0.0,0.1111111111111111,0.0,0.14285714285714285,0.25,0.125,0.25,0.0,0.3,0.16666666666666666,0.0,0.25,0.16049382716049382,0.1581000481000481,0.16049382716049382
