,acerolas,apples,apricots,avocados,bananas,blackberries,blueberries,cantaloupes,cherries,coconuts,figs,grapefruits,grapes,guava,kiwifruit,lemons,limes,mangos,olives,oranges,passionfruit,peaches,pears,pineapples,plums,pomegranates,raspberries,strawberries,tomatoes,watermelons,accuracy,macro avg,weighted avg
precision,0.09090909090909093,0.1176470588235294,0.0,0.125,0.2631578947368421,0.2,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.2727272727272727,0.0,0.0,0.2857142857142857,0.25,0.0,0.0,0.2222222222222222,0.125,0.2727272727272727,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.0,0.17695473251028807,0.1580326037911177,0.16341989411591526
recall,0.16666666666666666,0.2,0.0,0.16666666666666666,0.4545454545454545,0.3333333333333333,0.75,0.125,0.25,0.0,0.0,0.25,0.0,0.0,0.2222222222222222,0.2857142857142857,0.42857142857142855,0.0,0.0,0.2222222222222222,0.2,0.0,0.0,0.2222222222222222,0.125,0.42857142857142855,0.2,0.08333333333333333,0.08333333333333333,0.0,0.17695473251028807,0.17324675324675326,0.17695473251028807
f1-score,0.11764705882352942,0.14814814814814814,0.0,0.14285714285714288,0.3333333333333333,0.25,0.5454545454545454,0.18181818181818185,0.18181818181818185,0.0,0.0,0.2857142857142857,0.0,0.0,0.26666666666666666,0.30769230769230765,0.3333333333333333,0.0,0.0,0.25,0.22222222222222224,0.0,0.0,0.2222222222222222,0.125,0.3333333333333333,0.25,0.09523809523809523,0.1111111111111111,0.0,0.17695473251028807,0.15678700565955464,0.16081246635591834
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,8.0,6.0,9.0,5.0,7.0,8.0,9.0,8.0,7.0,10.0,12.0,12.0,8.0,0.17695473251028807,243.0,243.0
precision,0.15384615384615385,0.08333333333333333,0.0,0.0,0.5,0.29411764705882354,0.75,0.1111111111111111,0.2222222222222222,0.25,0.09090909090909093,1.0,0.16666666666666666,0.14285714285714285,0.4615384615384616,0.14285714285714285,0.25,0.16666666666666666,0.0,0.4444444444444444,0.0,0.0,0.0,0.5,0.0,0.14285714285714285,0.25,0.2857142857142857,0.14285714285714285,0.0,0.2304526748971193,0.21839995516466107,0.2323943102810205
recall,0.3333333333333333,0.1,0.0,0.0,0.4545454545454545,0.5555555555555556,0.75,0.125,0.25,0.3333333333333333,0.16666666666666666,0.375,0.1,0.125,0.6666666666666666,0.14285714285714285,0.2857142857142857,0.2222222222222222,0.0,0.4444444444444444,0.0,0.0,0.0,0.375,0.0,0.14285714285714285,0.2,0.3333333333333333,0.08333333333333333,0.0,0.2304526748971193,0.2188287638287638,0.2304526748971193
f1-score,0.21052631578947367,0.0909090909090909,0.0,0.0,0.4761904761904762,0.3846153846153846,0.75,0.1176470588235294,0.2352941176470588,0.2857142857142857,0.11764705882352942,0.5454545454545454,0.125,0.13333333333333333,0.5454545454545455,0.14285714285714285,0.26666666666666666,0.1904761904761905,0.0,0.4444444444444444,0.0,0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.22222222222222224,0.30769230769230765,0.10526315789473684,0.0,0.2304526748971193,0.20896123054791788,0.22177854131949606
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,9.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,10.0,12.0,12.0,8.0,0.2304526748971193,243.0,243.0
precision,0.3333333333333333,0.2631578947368421,0.0625,0.2222222222222222,0.2727272727272727,0.29411764705882354,0.5,0.2857142857142857,0.2307692307692308,0.15384615384615385,0.125,0.25,0.0,0.2,0.2,0.2857142857142857,0.0,0.4,0.0,0.75,0.0,0.125,0.25,0.0,0.2857142857142857,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.0,0.2,0.2222222222222222,0.21466055372789114,0.2202954613644328
recall,0.3333333333333333,0.5,0.14285714285714285,0.3333333333333333,0.5454545454545454,0.5555555555555556,0.625,0.25,0.375,0.3333333333333333,0.16666666666666666,0.125,0.0,0.125,0.2222222222222222,0.2857142857142857,0.0,0.2222222222222222,0.0,0.3333333333333333,0.0,0.14285714285714285,0.125,0.0,0.25,0.14285714285714285,0.1,0.16666666666666666,0.0,0.125,0.2222222222222222,0.21754689754689754,0.2222222222222222
f1-score,0.3333333333333333,0.3448275862068966,0.08695652173913042,0.26666666666666666,0.3636363636363636,0.3846153846153846,0.5555555555555556,0.26666666666666666,0.2857142857142857,0.21052631578947367,0.14285714285714288,0.16666666666666666,0.0,0.15384615384615385,0.2105263157894737,0.2857142857142857,0.0,0.2857142857142857,0.0,0.4615384615384616,0.0,0.13333333333333333,0.16666666666666666,0.0,0.26666666666666666,0.2,0.0909090909090909,0.2222222222222222,0.0,0.15384615384615385,0.2222222222222222,0.20130020418981204,0.2053207560870884
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,9.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,10.0,12.0,12.0,8.0,0.2222222222222222,243.0,243.0
precision,0.1,0.09090909090909093,0.0,0.2,0.2857142857142857,0.2631578947368421,0.14285714285714285,0.125,0.1,0.75,0.0,0.5714285714285714,0.1,0.1,0.2727272727272727,0.2,0.14285714285714285,0.2,0.0,0.2222222222222222,0.0,0.0,0.4,0.0,0.2,0.4,0.2727272727272727,0.4444444444444444,0.0,0.3333333333333333,0.1934156378600823,0.1972459557985874,0.20089083539375935
