,acerolas,apples,apricots,avocados,bananas,blackberries,blueberries,cantaloupes,cherries,coconuts,figs,grapefruits,grapes,guava,kiwifruit,lemons,limes,mangos,olives,oranges,passionfruit,peaches,pears,pineapples,plums,pomegranates,raspberries,strawberries,tomatoes,watermelons,accuracy,macro avg,weighted avg
precision,0.25,0.09090909090909093,0.2,0.3333333333333333,0.5833333333333334,0.4444444444444444,0.6363636363636364,0.3333333333333333,0.25,0.5714285714285714,0.4444444444444444,0.25,0.35714285714285715,0.2222222222222222,0.25,0.5,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.0,0.1111111111111111,0.25,0.4444444444444444,0.42857142857142855,0.2727272727272727,0.2222222222222222,0.5454545454545454,0.38461538461538464,0.21428571428571427,0.3374485596707819,0.3141240241240241,0.3253384018816117
recall,0.16666666666666666,0.1,0.14285714285714285,0.6666666666666666,0.6363636363636364,0.4444444444444444,0.875,0.375,0.125,0.6666666666666666,0.6666666666666666,0.125,0.5,0.25,0.1111111111111111,0.42857142857142855,0.2857142857142857,0.125,0.0,0.2222222222222222,0.0,0.14285714285714285,0.125,0.4444444444444444,0.375,0.42857142857142855,0.2,0.5,0.4166666666666667,0.375,0.3374485596707819,0.33068302068302063,0.3374485596707819
f1-score,0.2,0.09523809523809523,0.16666666666666666,0.4444444444444444,0.6086956521739131,0.4444444444444444,0.7368421052631579,0.35294117647058826,0.16666666666666666,0.6153846153846153,0.5333333333333333,0.16666666666666666,0.4166666666666666,0.2352941176470588,0.15384615384615385,0.4615384615384615,0.30769230769230765,0.14285714285714288,0.0,0.26666666666666666,0.0,0.125,0.16666666666666666,0.4444444444444444,0.4,0.3333333333333333,0.2105263157894737,0.5217391304347826,0.4,0.2727272727272727,0.3374485596707819,0.3130107515687675,0.322672148823044
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,8.0,6.0,9.0,5.0,7.0,8.0,9.0,8.0,7.0,10.0,12.0,12.0,8.0,0.3374485596707819,243.0,243.0
precision,0.16666666666666666,0.0625,0.3333333333333333,0.3333333333333333,0.5454545454545454,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.2222222222222222,0.42857142857142855,0.14285714285714285,0.3333333333333333,0.2307692307692308,0.35714285714285715,0.4,0.0,0.5,0.4,0.14285714285714285,0.375,0.2,0.5,0.14285714285714285,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.5,0.2,0.32098765432098764,0.3331029618529619,0.3317588447218076
recall,0.16666666666666666,0.1,0.2857142857142857,0.16666666666666666,0.5454545454545454,0.2222222222222222,0.75,0.25,0.375,1.0,0.3333333333333333,0.375,0.1,0.25,0.3333333333333333,0.7142857142857143,0.2857142857142857,0.0,0.5,0.4444444444444444,0.2,0.42857142857142855,0.125,0.5,0.125,0.2857142857142857,0.3,0.16666666666666666,0.4166666666666667,0.125,0.32098765432098764,0.3290151515151515,0.32098765432098764
f1-score,0.16666666666666666,0.07692307692307693,0.30769230769230765,0.2222222222222222,0.5454545454545454,0.17391304347826084,0.7058823529411765,0.3636363636363637,0.4,0.8,0.26666666666666666,0.4,0.1176470588235294,0.2857142857142857,0.2727272727272728,0.4761904761904762,0.3333333333333333,0.0,0.5,0.4210526315789474,0.16666666666666666,0.4,0.15384615384615385,0.5,0.13333333333333333,0.2857142857142857,0.3157894736842105,0.2105263157894737,0.4545454545454545,0.15384615384615385,0.32098765432098764,0.3203330047158288,0.3162590226424151
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,9.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,10.0,12.0,12.0,8.0,0.32098765432098764,243.0,243.0
precision,0.25,0.0,0.16666666666666666,0.0,0.5,0.42857142857142855,0.8,0.2857142857142857,0.0,0.6,0.0,0.3333333333333333,0.2727272727272727,0.25,0.375,0.2857142857142857,0.6,0.2857142857142857,0.0,0.3,0.25,0.0,0.3333333333333333,0.2222222222222222,0.38461538461538464,0.1111111111111111,0.2857142857142857,0.4444444444444444,0.375,0.2,0.2921810699588477,0.27799607799607795,0.2896687788663097
recall,0.16666666666666666,0.0,0.14285714285714285,0.0,0.5454545454545454,0.3333333333333333,0.5,0.5,0.0,0.5,0.0,0.375,0.3,0.25,0.6666666666666666,0.2857142857142857,0.42857142857142855,0.2222222222222222,0.0,0.3333333333333333,0.2,0.0,0.25,0.25,0.625,0.14285714285714285,0.2,0.6666666666666666,0.25,0.125,0.2921810699588477,0.27531144781144784,0.2921810699588477
f1-score,0.2,0.0,0.15384615384615385,0.0,0.5217391304347826,0.375,0.6153846153846154,0.3636363636363637,0.0,0.5454545454545454,0.0,0.35294117647058826,0.28571428571428564,0.25,0.4800000000000001,0.2857142857142857,0.5,0.25,0.0,0.3157894736842105,0.22222222222222224,0.0,0.2857142857142857,0.2352941176470588,0.4761904761904762,0.125,0.2352941176470588,0.5333333333333333,0.3,0.15384615384615385,0.2921810699588477,0.26873715789801395,0.28245324569313474
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,9.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,10.0,12.0,12.0,8.0,0.2921810699588477,243.0,243.0
precision,0.16666666666666666,0.0,0.125,0.2,0.3684210526315789,0.25,0.5384615384615384,0.4,0.2,0.75,0.14285714285714285,0.3333333333333333,0.3,0.25,0.2,0.0,0.4444444444444444,0.16666666666666666,0.75,0.6,0.0,0.42857142857142855,0.14285714285714285,0.4,0.16666666666666666,0.5,0.25,0.4166666666666667,0.2727272727272727,0.1,0.2880658436213992,0.2954446674183516,0.2954835210033391
recall,0.16666666666666666,0.0,0.14285714285714285,0.16666666666666666,0.6363636363636364,0.2222222222222222,0.875,0.5,0.25,0.5,0.16666666666666666,0.125,0.3,0.125,0.2222222222222222,0.0,0.5714285714285714,0.25,0.5,0.3333333333333333,0.0,0.42857142857142855,0.125,0.2222222222222222,0.125,0.5714285714285714,0.2,0.4166666666666667,0.25,0.125,0.2880658436213992,0.2839105339105339,0.2880658436213992
f1-score,0.16666666666666666,0.0,0.13333333333333333,0.1818181818181818,0.4666666666666667,0.2352941176470588,0.6666666666666667,0.4444444444444445,0.22222222222222224,0.6,0.15384615384615385,0.18181818181818185,0.3,0.16666666666666666,0.2105263157894737,0.0,0.5,0.2,0.6,0.42857142857142855,0.0,0.42857142857142855,0.13333333333333333,0.2857142857142857,0.14285714285714288,0.5333333333333333,0.22222222222222224,0.4166666666666667,0.2608695652173913,0.11111111111111112,0.2880658436213992,0.2797740045061353,0.28173068519043337
