,acerolas,apples,apricots,avocados,bananas,blackberries,blueberries,cantaloupes,cherries,coconuts,figs,grapefruits,grapes,guava,kiwifruit,lemons,limes,mangos,olives,oranges,passionfruit,peaches,pears,pineapples,plums,pomegranates,raspberries,strawberries,tomatoes,watermelons,accuracy,macro avg,weighted avg
precision,0.05263157894736842,0.0,0.3333333333333333,0.25,0.25,0.0,0.16666666666666666,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.04032258064516129,0.5,0.6666666666666666,0.3333333333333333,0.0,0.07407407407407407,0.13851513865308432,0.1543815399377243
recall,0.16666666666666666,0.0,0.14285714285714285,0.16666666666666666,0.18181818181818185,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.1,0.16666666666666666,0.08333333333333333,0.0,0.07407407407407407,0.07420875420875421,0.07407407407407407
f1-score,0.08,0.0,0.2,0.2,0.2105263157894737,0.0,0.14285714285714288,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.07633587786259542,0.16666666666666669,0.26666666666666666,0.13333333333333333,0.0,0.07407407407407407,0.06638458394424646,0.07239792070484152
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,8.0,6.0,9.0,5.0,7.0,8.0,9.0,8.0,7.0,10.0,12.0,12.0,8.0,0.07407407407407407,243.0,243.0
precision,0.06,0.25,0.0,0.0,0.0,0.0,1.0,0.03658536585365853,0.09090909090909093,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.05349794238683128,0.05418428815989792,0.0569081218223043
recall,0.5,0.1,0.0,0.0,0.0,0.0,0.25,0.375,0.25,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.05349794238683128,0.05611111111111111,0.05349794238683128
f1-score,0.10714285714285712,0.14285714285714288,0.0,0.0,0.0,0.0,0.4,0.06666666666666668,0.13333333333333333,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.05349794238683128,0.03468253968253968,0.036116010190084265
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,9.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,10.0,12.0,12.0,8.0,0.05349794238683128,243.0,243.0
precision,1.0,0.14285714285714285,0.028571428571428567,1.0,0.2,0.5,0.2,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.4,0.0,0.25,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.19904761904761906,0.1842739564961787
recall,0.16666666666666666,0.1,0.5714285714285714,0.3333333333333333,0.09090909090909093,0.1111111111111111,0.125,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.14285714285714285,0.0,0.0,0.1111111111111111,0.0,0.14285714285714285,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0803054353054353,0.07407407407407407
f1-score,0.2857142857142857,0.1176470588235294,0.05442176870748298,0.5,0.12500000000000006,0.1818181818181818,0.15384615384615385,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.18181818181818185,0.0,0.0,0.1818181818181818,0.0,0.22222222222222224,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.09040808475682424,0.08447610849571635
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,9.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,10.0,12.0,12.0,8.0,0.07407407407407407,243.0,243.0
precision,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.045454545454545456,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.02797202797202797,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.061728395061728385,0.1268919968919969,0.1288698955365622
recall,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.3333333333333333,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.14285714285714285,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.061728395061728385,0.05985449735449736,0.061728395061728385
f1-score,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.06666666666666668,0.4,0.0,0.0,0.0,0.0,0.3636363636363636,0.0,0.25,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.052631578947368425,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.061728395061728385,0.06148891069943702,0.06252803942862423
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,8.0,6.0,9.0,5.0,7.0,8.0,9.0,8.0,7.0,10.0,12.0,12.0,8.0,0.061728395061728385,243.0,243.0
precision,0.024096385542168676,0.0,0.0,1.0,0.2,0.0,1.0,0.0,0.08196721311475409,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.4,0.0,0.75,0.0,0.4,0.16666666666666666,0.0,0.0,0.1,0.25,0.3333333333333333,0.09465020576131687,0.16797989773300853,0.16563916056860514
recall,0.3333333333333333,0.0,0.0,0.16666666666666666,0.09090909090909091,0.0,0.125,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.42857142857142855,0.0,0.25,0.125,0.0,0.0,0.16666666666666666,0.08333333333333333,0.125,0.09465020576131687,0.09509379509379509,0.09465020576131687
f1-score,0.0449438202247191,0.0,0.0,0.2857142857142857,0.12500000000000003,0.0,0.2222222222222222,0.0,0.14492753623188404,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.5454545454545454,0.0,0.3076923076923077,0.14285714285714288,0.0,0.0,0.125,0.125,0.18181818181818182,0.09465020576131687,0.09010036648654136,0.09154196770295607
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,9.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,10.0,12.0,12.0,8.0,0.09465020576131687,243.0,243.0
