,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,accuracy,macro avg,weighted avg
f1-score,0.6666666666666667,0.4615384615384615,0.8571428571428571,0.5714285714285715,0.7826086956521738,0.8421052631578948,0.9333333333333333,0.625,0.8571428571428571,0.9090909090909091,0.6,0.7058823529411765,0.6,0.6666666666666665,0.8421052631578948,0.6153846153846153,0.8333333333333333,0.4,0.5,0.7777777777777778,0.4615384615384615,0.7692307692307692,0.6153846153846154,0.72,0.5714285714285715,0.9333333333333333,0.7368421052631577,0.6666666666666666,0.8695652173913043,0.6153846153846154,0.7037037037037037,0.7002193993345563,0.7019063937705097
precision,0.8333333333333334,0.6,0.8571428571428571,0.6666666666666666,0.8181818181818182,0.8888888888888888,0.875,0.625,0.75,0.8333333333333334,0.5,0.75,0.6,0.75,0.8888888888888888,0.5714285714285714,0.7142857142857143,0.25,0.6666666666666666,0.7777777777777778,0.6,0.7142857142857143,0.5,1.0,0.5,1.0,0.7,0.5,0.8333333333333334,0.5,0.7037037037037037,0.7021404521404521,0.7357613465638156
recall,0.5555555555555556,0.375,0.8571428571428571,0.5,0.75,0.8,1.0,0.625,1.0,1.0,0.75,0.6666666666666666,0.6,0.6,0.8,0.6666666666666666,1.0,1.0,0.4,0.7777777777777778,0.375,0.8333333333333334,0.8,0.5625,0.6666666666666666,0.875,0.7777777777777778,1.0,0.9090909090909091,0.8,0.7037037037037037,0.7441059403559404,0.7037037037037037
support,9.0,16.0,7.0,8.0,12.0,10.0,7.0,8.0,6.0,5.0,4.0,9.0,10.0,10.0,10.0,6.0,5.0,2.0,10.0,9.0,8.0,6.0,5.0,16.0,6.0,8.0,9.0,6.0,11.0,5.0,0.7037037037037037,243.0,243.0
