,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,accuracy,macro avg,weighted avg
f1-score,0.7272727272727272,0.588235294117647,0.8333333333333333,0.2857142857142857,0.4705882352941177,0.30769230769230765,0.8571428571428571,0.625,0.6666666666666666,0.7142857142857143,0.8333333333333334,0.5,0.23529411764705882,0.36363636363636365,0.27586206896551724,0.5714285714285714,0.42857142857142855,0.4,0.4615384615384615,0.8750000000000001,0.28571428571428575,0.7692307692307692,0.42857142857142855,0.42857142857142855,0.4444444444444445,0.5,0.6,0.5217391304347826,0.6363636363636365,0.6153846153846154,0.522633744855967,0.5416871835118594,0.5070811175280455
precision,0.6666666666666666,0.5,0.7142857142857143,0.16666666666666666,0.36363636363636365,0.2222222222222222,0.75,0.625,0.5,0.8333333333333334,0.8333333333333334,0.75,0.2,0.25,0.8888888888888888,0.5714285714285714,0.42857142857142855,0.25,0.5,0.7777777777777778,0.2,0.7142857142857143,0.375,0.3333333333333333,0.5,0.7142857142857143,0.6,0.5,0.5833333333333334,0.5,0.522633744855967,0.527068302068302,0.6324289336635016
recall,0.8,0.7142857142857143,1.0,1.0,0.6666666666666666,0.5,1.0,0.625,1.0,0.625,0.8333333333333334,0.375,0.2857142857142857,0.6666666666666666,0.16326530612244897,0.5714285714285714,0.42857142857142855,1.0,0.42857142857142855,1.0,0.5,0.8333333333333334,0.5,0.6,0.4,0.38461538461538464,0.6,0.5454545454545454,0.7,0.8,0.522633744855967,0.6515635554921269,0.522633744855967
support,5.0,7.0,5.0,1.0,6.0,4.0,6.0,8.0,4.0,8.0,6.0,16.0,7.0,3.0,49.0,7.0,7.0,2.0,7.0,7.0,2.0,6.0,6.0,5.0,10.0,13.0,10.0,11.0,10.0,5.0,0.522633744855967,243.0,243.0
