,0,1,accuracy,macro avg,weighted avg
f1-score,0.6181818181818182,0.3466666666666666,0.5180327868852459,0.4824242424242424,0.5781222056631892
precision,0.952,0.21666666666666667,0.5180327868852459,0.5843333333333334,0.8435081967213114
recall,0.4576923076923077,0.8666666666666667,0.5180327868852459,0.6621794871794872,0.5180327868852459
support,260.0,45.0,0.5180327868852459,305.0,305.0
