,0,1,accuracy,macro avg,weighted avg
f1-score,0.7102272727272726,0.0,0.5506607929515418,0.3551136363636363,0.7102272727272726
precision,1.0,0.0,0.5506607929515418,0.5,1.0
recall,0.5506607929515418,0.0,0.5506607929515418,0.2753303964757709,0.5506607929515418
support,227.0,0.0,0.5506607929515418,227.0,227.0
