,0,1,accuracy,macro avg,weighted avg
f1-score,0.0,0.7422680412371134,0.5901639344262295,0.3711340206185567,0.7422680412371134
precision,0.0,1.0,0.5901639344262295,0.5,1.0
recall,0.0,0.5901639344262295,0.5901639344262295,0.29508196721311475,0.5901639344262295
support,0.0,305.0,0.5901639344262295,305.0,305.0
