,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,accuracy,macro avg,weighted avg
f1-score,0.631578947368421,0.34285714285714286,0.5,0.4,0.6428571428571428,0.75,0.7692307692307693,0.75,0.823529411764706,0.5,0.7272727272727272,0.3333333333333333,0.7368421052631577,0.39999999999999997,0.7999999999999999,0.5,0.6666666666666665,0.5,0.6666666666666666,0.5263157894736842,0.0,0.6666666666666666,0.3333333333333333,0.823529411764706,0.875,0.8750000000000001,0.6666666666666666,0.8695652173913043,0.75,0.3076923076923077,0.6255144032921811,0.6044868102089801,0.6303832355425711
precision,1.0,0.6,0.5714285714285714,0.3333333333333333,0.8181818181818182,0.6666666666666666,0.625,0.75,0.875,0.5,0.6666666666666666,0.25,0.7,0.375,0.8888888888888888,0.42857142857142855,0.8571428571428571,0.5,0.5,0.5555555555555556,0.0,0.5714285714285714,0.25,0.7777777777777778,0.875,1.0,0.5,0.8333333333333334,0.75,0.25,0.6255144032921811,0.6089658489658488,0.686053806732819
recall,0.46153846153846156,0.24,0.4444444444444444,0.5,0.5294117647058824,0.8571428571428571,1.0,0.75,0.7777777777777778,0.5,0.8,0.5,0.7777777777777778,0.42857142857142855,0.7272727272727273,0.6,0.5454545454545454,0.5,1.0,0.5,0.0,0.8,0.5,0.875,0.875,0.7777777777777778,1.0,0.9090909090909091,0.75,0.4,0.6255144032921811,0.644208682385153,0.6255144032921811
support,13.0,25.0,9.0,4.0,17.0,7.0,5.0,8.0,9.0,6.0,5.0,4.0,9.0,7.0,11.0,5.0,11.0,8.0,3.0,10.0,0.0,5.0,4.0,8.0,8.0,9.0,5.0,11.0,12.0,5.0,0.6255144032921811,243.0,243.0
