,0,1,accuracy,macro avg,weighted avg
f1-score,0.031496062992125984,0.7453416149068323,0.5967213114754099,0.38841883894947915,0.7406606604680473
precision,0.016,1.0,0.5967213114754099,0.508,0.9935475409836065
recall,1.0,0.594059405940594,0.5967213114754099,0.7970297029702971,0.5967213114754099
support,2.0,303.0,0.5967213114754099,305.0,305.0
