,0,1,accuracy,macro avg,weighted avg
f1-score,0.5824175824175825,0.7205882352941178,0.6651982378854625,0.6515029088558502,0.6858934017524326
precision,0.424,0.9607843137254902,0.6651982378854625,0.6923921568627451,0.8259970631424377
recall,0.9298245614035088,0.5764705882352941,0.6651982378854625,0.7531475748194014,0.6651982378854625
support,57.0,170.0,0.6651982378854625,227.0,227.0
