,0,1,accuracy,macro avg,weighted avg
f1-score,0.6269430051813472,0.3571428571428571,0.5278688524590164,0.4920429311621021,0.5880210166118601
precision,0.968,0.2222222222222222,0.5278688524590164,0.5951111111111111,0.8604123861566485
recall,0.46360153256704983,0.9090909090909091,0.5278688524590164,0.6863462208289794,0.5278688524590164
support,261.0,44.0,0.5278688524590164,305.0,305.0
