,0,1,accuracy,macro avg,weighted avg
f1-score,0.7518796992481204,0.8081395348837209,0.7836065573770492,0.7800096170659206,0.782130889557099
precision,0.8,0.7722222222222223,0.7836065573770492,0.7861111111111112,0.7850637522768671
recall,0.7092198581560284,0.8475609756097561,0.7836065573770492,0.7783904168828922,0.7836065573770492
support,141.0,164.0,0.7836065573770492,305.0,305.0
