,0,1,accuracy,macro avg,weighted avg
f1-score,0.07462686567164178,0.7394957983193278,0.5934426229508196,0.4070613319954848,0.7198767150608715
precision,0.04,0.9777777777777777,0.5934426229508196,0.5088888888888888,0.9501056466302368
recall,0.5555555555555556,0.5945945945945946,0.5934426229508196,0.575075075075075,0.5934426229508196
support,9.0,296.0,0.5934426229508196,305.0,305.0
